Config,Model,Type,Epoch,Loss,Accuracy,Bleu1,Bleu2,Rouge,Meteor
1,vgg16,train,1,4.3500,0.06751824817518248,0.021505376344086027,0.0,0.020833333333333332,0.010416666666666666
1,vgg16,train,2,4.2155,0.0749185667752443,0.021505376344086027,0.0,0.018229166666666664,0.009114583333333332
1,vgg16,train,3,4.1949,0.15294117647058825,0.08602150537634408,0.0,0.0927827380952381,0.04639136904761905
1,vgg16,train,4,4.1465,0.07014388489208633,0.06451612903225806,0.0,0.054067460317460306,0.027467757936507936
1,vgg16,train,5,4.1060,0.15294117647058825,0.08602150537634408,0.0,0.09285714285714286,0.04639136904761905
1,vgg16,train,6,4.0429,0.08928571428571429,0.06451612903225806,0.0,0.056150793650793646,0.028509424603174603
1,vgg16,train,7,4.0798,0.07014388489208633,0.06451612903225806,0.0,0.054935515873015865,0.027467757936507936
1,vgg16,train,8,4.0830,0.07014388489208633,0.06451612903225806,0.0,0.05493551587301587,0.027467757936507936
1,vgg16,train,9,3.9861,0.15294117647058825,0.08602150537634408,0.0,0.09174107142857144,0.04639136904761905
1,vgg16,train,10,4.1001,0.15294117647058825,0.08602150537634408,0.0,0.0927827380952381,0.046391369047619056
1,vgg16,train,11,3.9869,0.17297297297297298,0.1075268817204301,0.0,0.11142113095238095,0.0560639880952381
1,vgg16,train,12,4.0771,0.08045977011494253,0.03225806451612903,0.0,0.026289682539682536,0.01314484126984127
1,vgg16,train,13,4.0511,0.08411214953271028,0.11827956989247315,0.0,0.11145833333333335,0.056374007936507944
1,vgg16,train,14,3.9719,0.14594594594594595,0.09677419354838708,0.0,0.09951636904761907,0.05029761904761905
1,vgg16,train,15,4.1723,0.07014388489208633,0.06451612903225806,0.0,0.054315476190476185,0.027467757936507936
1,vgg16,train,16,3.7639,0.12567324955116696,0.12903225806451615,0.07090296773536667,0.12028769841269843,0.05958581349206349
1,vgg16,train,17,4.1219,0.15294117647058825,0.08602150537634408,0.0,0.09326636904761906,0.04639136904761905
1,vgg16,train,18,4.0444,0.07622504537205081,0.05376344086021507,0.0,0.04414682539682539,0.0222594246031746
1,vgg16,train,19,4.0831,0.04225352112676056,0.07526881720430109,0.0,0.07879464285714287,0.04014136904761905
1,vgg16,train,20,3.7437,0.18100358422939067,0.1827956989247312,0.11934747879797711,0.18608630952380953,0.11493985615079365
1,vgg16,train,21,4.0484,0.04225352112676056,0.07526881720430109,0.0,0.0802827380952381,0.04014136904761905
1,vgg16,train,22,3.3310,0.36683417085427134,0.24731182795698928,0.17921612431696377,0.259796626984127,0.1764136904761905
1,vgg16,train,23,3.6459,0.20176991150442478,0.1935483870967742,0.15040790787578626,0.19711061507936511,0.13785652281746033
1,vgg16,train,24,3.1638,0.35064935064935066,0.2903225806451613,0.2213944457939355,0.28779761904761914,0.20464547508818343
1,vgg16,train,25,3.3041,0.2610294117647059,0.3548387096774194,0.26291524102480945,0.3514508928571429,0.2989469659391535
1,vgg16,train,26,2.6511,0.3236363636363636,0.6129032258064516,0.5202235992467454,0.5694940476190478,0.521942687665344
1,vgg16,train,27,3.6518,0.08258928571428571,0.09677419354838708,0.0,0.09883432539682538,0.05102926587301587
1,vgg16,train,28,2.9438,0.2936936936936937,0.40860215053763443,0.3493565413982325,0.40107886904761914,0.3384288784958428
1,vgg16,train,29,2.5445,0.3351749539594843,0.46236559139784944,0.3551052051785048,0.45550595238095243,0.4034536210317461
1,vgg16,train,30,1.8497,0.35611510791366907,0.6774193548387096,0.5705376380931747,0.6477554563492063,0.5782527872260015
1,vgg16,train,31,1.6537,0.3836363636363636,0.6989247311827957,0.5873022163341376,0.6577876984126985,0.6022374574829932
1,vgg16,train,32,3.0642,0.2892857142857143,0.4838709677419355,0.3801748104074892,0.47968749999999993,0.4039951223544974
1,vgg16,train,33,1.4905,0.3901098901098901,0.7311827956989247,0.6085551232889865,0.7096850198412699,0.6383341010015118
1,vgg16,train,34,2.8214,0.34151329243353784,0.3978494623655914,0.2875239436184213,0.395920138888889,0.31824880125661376
1,vgg16,train,35,4.2416,0.07760141093474426,0.03225806451612903,0.0,0.02864583333333333,0.014322916666666664
1,vgg16,train,36,1.4823,0.35283363802559414,0.7526881720430108,0.6253053994807224,0.7284226190476191,0.6739704388699925
1,vgg16,train,37,3.9744,0.2306338028169014,0.1935483870967742,0.15040790787578626,0.21056547619047616,0.11847718253968254
1,vgg16,train,38,1.5389,0.3509090909090909,0.7204301075268817,0.596269180976258,0.7188988095238096,0.6624120134164777
1,vgg16,train,39,1.0387,0.30144404332129965,0.6989247311827957,0.571638001001822,0.6793898809523811,0.6049191586356765
1,vgg16,train,40,0.8948,0.36666666666666664,0.7526881720430108,0.6330734662622021,0.722953869047619,0.6693662751558958
1,vgg16,train,41,0.7832,0.29695885509839,0.7204301075268817,0.596269180976258,0.6976562500000001,0.6334100410997732
1,vgg16,train,42,0.7540,0.3357664233576642,0.7634408602150538,0.6604936942340085,0.7556299603174603,0.7098287509448225
1,vgg16,train,43,0.8285,0.295169946332737,0.7419354838709677,0.6361541339262341,0.7166666666666667,0.659498653628118
1,vgg16,train,44,0.6999,0.42778793418647165,0.7419354838709677,0.6208228657051227,0.7326016865079366,0.6793513203892668
1,vgg16,train,45,0.7192,0.28186714542190305,0.7096774193548387,0.5760184328847832,0.6891989087301587,0.6123718669015226
1,vgg16,train,46,0.6683,0.4072727272727273,0.7956989247311828,0.7042869506978918,0.7821676587301587,0.7392646565570673
1,vgg16,train,47,0.6866,0.12880143112701253,0.6989247311827957,0.5873022163341376,0.6821428571428572,0.630687181122449
1,vgg16,train,48,0.6540,0.36727272727272725,0.7526881720430108,0.6253053994807224,0.7451636904761904,0.6820942814625851
1,vgg16,train,49,0.6514,0.38545454545454544,0.7741935483870968,0.6800773755233922,0.7632316468253968,0.7172858353410809
1,vgg16,train,50,0.6371,0.39019963702359345,0.7741935483870968,0.6651287945684319,0.7649925595238094,0.7182897179705215
1,vgg16,train,51,0.6588,0.3442622950819672,0.7526881720430108,0.6330734662622021,0.7446428571428572,0.6951557185374151
1,vgg16,train,52,1.7038,0.35454545454545455,0.7634408602150538,0.6529449469568307,0.7513020833333335,0.6999773833144368
1,vgg16,train,53,0.6240,0.4151624548736462,0.7741935483870968,0.6726446127275681,0.7668154761904763,0.727730256164966
1,vgg16,train,54,0.6529,0.2168458781362007,0.7096774193548387,0.6071767407189163,0.6841145833333333,0.6231044544875564
1,vgg16,train,55,0.6500,0.3430127041742287,0.7634408602150538,0.6453079012301254,0.7566220238095239,0.709688881802721
1,vgg16,train,56,0.6420,0.3431192660550459,0.7419354838709677,0.6436828472749565,0.7270213293650793,0.6837139195956161
1,vgg16,train,57,0.7045,0.4,0.7634408602150538,0.6529449469568307,0.7490699404761905,0.7011775439342405
1,vgg16,train,58,0.6249,0.31521739130434784,0.7419354838709677,0.6436828472749565,0.719295634920635,0.6665823412698413
1,vgg16,train,59,0.6050,0.3981818181818182,0.7634408602150538,0.6529449469568307,0.75421626984127,0.7060845379818594
1,vgg16,train,60,0.6250,0.3879781420765027,0.7741935483870968,0.6651287945684319,0.7640997023809524,0.7182897179705215
1,vgg16,train,61,0.6615,0.4007285974499089,0.7526881720430108,0.640747364216766,0.7424231150793652,0.6970162509448223
1,vgg16,train,62,0.6032,0.38503649635036497,0.7741935483870968,0.6726446127275681,0.7623139880952381,0.717587750377929
1,vgg16,train,63,0.6246,0.3210332103321033,0.7526881720430108,0.640747364216766,0.7455233134920636,0.6991765518707482
1,vgg16,train,64,1.1962,0.27906976744186046,0.7204301075268817,0.6040638801855184,0.6998263888888889,0.642482816043084
1,vgg16,train,65,0.5925,0.4036363636363636,0.7741935483870968,0.6726446127275681,0.7592881944444444,0.7138115315570673
1,vgg16,train,66,0.6152,0.40398550724637683,0.7634408602150538,0.6679571367156107,0.7464037698412699,0.6950860172193878
1,vgg16,train,67,0.6178,0.36363636363636365,0.7419354838709677,0.6130134621831423,0.7350446428571429,0.6842903202947845
1,vgg16,train,68,0.8313,0.4254545454545455,0.7634408602150538,0.6604936942340085,0.7564732142857142,0.7136049697656841
1,vgg16,train,69,0.6037,0.34972677595628415,0.7741935483870968,0.6651287945684319,0.7623759920634919,0.713369747378118
1,vgg16,train,70,0.6940,0.38686131386861317,0.7634408602150538,0.6604936942340085,0.7598958333333334,0.7136049697656841
1,vgg16,train,71,0.6136,0.3112701252236136,0.7419354838709677,0.6436828472749565,0.7156746031746032,0.6630223096182918
1,vgg16,train,72,0.6937,0.3890909090909091,0.7634408602150538,0.6375793840955022,0.7375992063492065,0.6836541241496599
1,vgg16,train,73,0.5920,0.3639705882352941,0.7526881720430108,0.6253053994807224,0.7494047619047619,0.6969309452947846
1,vgg16,train,74,0.6222,0.38838475499092556,0.7849462365591398,0.684783849504224,0.7755580357142857,0.7311022179705216
1,vgg16,train,75,0.5900,0.38768115942028986,0.7741935483870968,0.6874297770435537,0.7609250992063492,0.7260317106009071
1,densenet201,train,1,4.3397,0.06779661016949153,0.010752688172043006,0.0,0.012500000000000002,0.006250000000000001
