Config,Model,Type,Epoch,Loss,Accuracy,Bleu1,Bleu2,Rouge,Meteor
1,vgg16,train,1,4.3074,0.07276507276507277,0.025,0.0,0.024614845938375353,0.02354959662136553
1,vgg16,train,2,4.3414,0.06130268199233716,0.012500000000000006,0.0,0.015277777777777779,0.00949279379157428
1,vgg16,train,3,4.3117,0.04703476482617587,0.012500000000000006,0.00931694990624913,0.016666666666666666,0.011363636363636364
1,vgg16,train,4,4.2809,0.047520661157024795,0.025,0.0,0.03253968253968254,0.02196809023426203
1,vgg16,train,5,4.2337,0.05747126436781609,0.05000000000000001,0.0,0.06635591736694678,0.044678857985001895
1,vgg16,train,6,4.2304,0.06358381502890173,0.043750000000000004,0.0,0.057154528478057895,0.03872420859475799
1,vgg16,train,7,4.2576,0.08092485549132948,0.006250000000000002,0.0,0.008333333333333333,0.005681818181818182
1,vgg16,train,8,4.2282,0.04597701149425287,0.05000000000000001,0.0,0.06491596638655463,0.04360702109475799
1,vgg16,train,9,4.2261,0.04597701149425287,0.05000000000000001,0.0,0.0645140347805789,0.04360702109475799
1,vgg16,train,10,4.2297,0.0421455938697318,0.05625,0.0,0.07346813725490196,0.05040049935562756
1,vgg16,train,11,4.1994,0.09195402298850575,0.05625,0.01976423537605237,0.07172473155929038,0.04788784301256621
1,vgg16,train,12,4.1927,0.04597701149425287,0.05000000000000001,0.0,0.06502319677871149,0.04360702109475799
1,vgg16,train,13,4.2008,0.04597701149425287,0.05000000000000001,0.0,0.06585404995331466,0.04360702109475799
1,vgg16,train,14,4.1649,0.04597701149425287,0.05000000000000001,0.0,0.06477445144724556,0.04360702109475799
1,vgg16,train,15,4.1545,0.11685823754789272,0.06875,0.03784562942621864,0.08799603174603175,0.05909428746538366
1,vgg16,train,16,4.1417,0.04597701149425287,0.05625,0.01976423537605237,0.07234331232492996,0.05537928136873059
1,vgg16,train,17,4.1374,0.15021459227467812,0.08124999999999999,0.047507309379130745,0.10546802054154994,0.07836103193302076
1,vgg16,train,18,4.0951,0.14559386973180077,0.08124999999999999,0.047507309379130745,0.10683210784313726,0.07172677581889032
1,vgg16,train,19,4.0987,0.08812260536398467,0.0625,0.029462782549439487,0.08096988795518208,0.05528331185562756
1,vgg16,train,20,4.0604,0.16091954022988506,0.09374999999999999,0.0570544330734548,0.12152558940242764,0.08149240081889034
1,vgg16,train,21,4.0953,0.04597701149425287,0.05000000000000001,0.0,0.06536385387488329,0.04360702109475799
1,vgg16,train,22,4.0504,0.1475095785440613,0.08750000000000001,0.05511981898051232,0.11581028244631186,0.0777212483979417
1,vgg16,train,23,4.0411,0.06513409961685823,0.05625,0.01976423537605237,0.07274232609710551,0.050400499355627564
1,vgg16,train,24,4.0406,0.05702647657841141,0.05625,0.0,0.07326972455648925,0.04928883927657617
1,vgg16,train,25,4.0116,0.04980842911877394,0.05625,0.0,0.07375992063492064,0.04928883927657617
1,vgg16,train,26,4.0613,0.05148514851485148,0.05000000000000001,0.0,0.06548786181139123,0.043607021094757996
1,vgg16,train,27,4.0057,0.04980842911877394,0.05625,0.0,0.07353014122315593,0.04928883927657618
1,vgg16,train,28,3.9840,0.0421455938697318,0.05000000000000001,0.0,0.06478028711484594,0.04360702109475799
1,vgg16,train,29,4.0072,0.10344827586206896,0.0625,0.029462782549439487,0.08060224089635853,0.05356966119438439
1,vgg16,train,30,3.9805,0.06130268199233716,0.08124999999999999,0.023753654689565373,0.10422137605042017,0.06965891814720183
1,vgg16,train,31,4.0006,0.08237547892720307,0.06875,0.021850184336878152,0.0880077030812325,0.05798262738633227
1,vgg16,train,32,3.9700,0.11877394636015326,0.08750000000000001,0.042695628191498324,0.11361534197012138,0.07502808193178681
1,vgg16,train,33,3.9321,0.09386973180076628,0.09374999999999999,0.03608439182435161,0.1203985760971055,0.07915171193877611
1,vgg16,train,34,3.9633,0.11302681992337164,0.10000000000000002,0.04564354645876384,0.12958172852474323,0.09775921458988959
1,vgg16,train,35,3.9278,0.1506849315068493,0.08124999999999999,0.04114253678777396,0.10576491013071895,0.07092777013707213
1,vgg16,train,36,3.9158,0.19573643410852712,0.10000000000000002,0.05892556509887898,0.12914624183006537,0.08563253580241248
1,vgg16,train,37,3.8962,0.15708812260536398,0.10625,0.05432668671002209,0.1384920634920635,0.09240950908674919
1,vgg16,train,38,3.9015,0.18199233716475097,0.11250000000000002,0.06846531968814575,0.14392142273576097,0.09670683598109027
1,vgg16,train,39,3.9192,0.23563218390804597,0.11875000000000001,0.08122328620674134,0.15390552054154996,0.10350031424195982
