2,resnet50,train,1,3.7140,0.34733282497306966,0.24726310117693226,0.1722515010703338,0.33026263451247306,0.25466011053851306
2,resnet50,val,1,1.9689,0.7149365714306338,0.5697973805198763,0.48417872523976174,0.6872487364022083,0.6069679247347403
2,resnet50,train,2,1.7569,0.7334030735728123,0.6626359435027432,0.5801115342284068,0.7039456294491097,0.6354544737516139
2,resnet50,val,2,1.1483,0.8550174880470756,0.7939187280238219,0.7413159263352114,0.8322580858863191,0.7817043360777354
2,resnet50,train,3,1.1459,0.8336835721350051,0.8020039101825689,0.7461300057592173,0.8077986349832456,0.7560193934045278
2,resnet50,val,3,0.8405,0.8939402892036928,0.8607310761398385,0.8226853344719505,0.874410108027688,0.8343547183255943
2,resnet50,train,4,0.8359,0.8794410955743143,0.8607248845088074,0.8204653798226754,0.857996331415662,0.8148378521613578
2,resnet50,val,4,0.6705,0.9171546773270388,0.9013096354346453,0.8741425927865467,0.8993144435102045,0.8648570899336196
2,resnet50,train,5,0.6492,0.9046581364076118,0.8943599809272191,0.8626386734111492,0.8872642882914943,0.8482299051412541
2,resnet50,val,5,0.5763,0.9281960512292863,0.9143466453805336,0.890871914512756,0.9109860843838679,0.8795170333760464
