Config,Model,Type,Epoch,Loss,Accuracy,Bleu1,Bleu2,Rouge,Meteor
2,resnet50,train,1,2.6923,0.008098614479627024,0.006646030766661242,0.0003783347199884829,0.014255063764913015,0.007334939655425577
2,resnet50,val,1,2.4894,0.012403040864676924,0.011119423497181915,0.001529629566245432,0.022276824343585702,0.01149461885879357
2,resnet50,train,2,2.4379,0.0137152248938071,0.013629654272937379,0.0008691689880613578,0.027881570445691152,0.013887693865117495
2,resnet50,val,2,2.4327,0.021841670304928246,0.016021059073711538,0.0010911389094226528,0.03357454459914089,0.01650854547223327
2,resnet50,train,3,2.3948,0.018770202180438754,0.016857203895413644,0.001049502383649795,0.03324198723996653,0.016384206145482853
2,resnet50,val,3,2.4263,0.02299269060109944,0.019528828214818134,0.001190307696958505,0.038624869542090684,0.018881701051563282
2,resnet50,train,4,2.3547,0.021334572713122443,0.019316027800505328,0.0013039959540217245,0.03788830956440472,0.018425806498177065
2,resnet50,val,4,2.4118,0.02536050780175182,0.02082580284960763,0.0008666332170577501,0.041564377493934164,0.020454092222315843
2,resnet50,train,5,2.3138,0.024321770880054442,0.021266247294281955,0.0014677289457946344,0.04095687987326854,0.019917851883740425
2,resnet50,val,5,2.4460,0.03001672071002859,0.025908613253572757,0.0013353533291503902,0.04933290558748469,0.02384762020016743
2,resnet50,train,6,2.2681,0.02685125662079379,0.02518556622293244,0.001995590868254256,0.04683890903639954,0.02331409131310718
2,resnet50,val,6,2.4331,0.0306868188661954,0.025904358246636363,0.0015734613615857665,0.05034526148442864,0.025079286738506647
2,resnet50,train,7,2.2178,0.031240394584059306,0.031222698007489547,0.0026865979912160955,0.0544504903613378,0.02752023838970317
2,resnet50,val,7,2.4647,0.036660294631143515,0.03362060195961826,0.003041800196088155,0.05962355470196006,0.031145860448722563
2,resnet50,train,8,2.1616,0.037391995570361825,0.03913249438090777,0.005324678226688796,0.06305282837459611,0.03253633813385988
2,resnet50,val,8,2.4670,0.03722699462023132,0.03236093364319517,0.004468380425137738,0.05565505126145453,0.028449606448971675
2,resnet50,train,9,2.1095,0.04262116440018719,0.04666658872126117,0.006809714242194131,0.0705900213702087,0.036350555150314656
2,resnet50,val,9,2.5174,0.04063664908179532,0.040290853642013964,0.0020815587273392447,0.0649091695701295,0.03377963364878687
2,resnet50,train,10,2.0642,0.04796170718067022,0.053352934523414525,0.009880525962800457,0.07773838669276018,0.04054991700774757
