Config,Model,Type,Epoch,Loss,Accuracy,Bleu1,Bleu2,Rouge,Meteor
1,resnet50,train,1,4.1634,0.022029514959120318,0.009540287705287042,0.0008235951002257701,0.025386992814877437,0.012568615482793892
1,resnet50,val,1,4.3404,0.0,0.0045248868778280564,0.0,0.010714285714285714,0.004846643518518519
1,resnet50,train,2,2.3325,0.13919676348871649,0.06385692696181075,0.03871295977483077,0.13236078825021133,0.07243837487590928
1,resnet50,val,2,4.2992,0.026547116736990152,0.02646750524109015,0.0,0.040922619047619055,0.020092870844621285
1,resnet50,train,3,1.7536,0.2163186781678362,0.13206690020089237,0.07319701631632207,0.2323334918286841,0.12306948173937317
1,resnet50,val,3,5.1722,0.0,0.006097560975609755,0.0,0.011111111111111113,0.005341880341880342
1,resnet50,train,4,1.2353,0.390549536843578,0.311327299934259,0.18428639016439302,0.4333963280937263,0.27794171852252
1,resnet50,val,4,4.9117,0.006329113924050633,0.007407407407407407,0.0,0.014062500000000002,0.006845238095238096
1,resnet50,train,5,0.8987,0.5148896451615839,0.46935070135301327,0.3294480630883048,0.5729095690634152,0.4198639802020814
1,resnet50,val,5,5.0965,0.03410689170182841,0.03037634408602151,0.0,0.034837962962962966,0.017418981481481483
1,resnet50,train,6,0.7805,0.5618079729573823,0.5082841106602121,0.36377702339750545,0.6128213069824912,0.46876203526014587
1,resnet50,val,6,4.9273,0.03920534458509142,0.028306973400431347,0.0,0.04307208994708994,0.021638051501962793
1,resnet50,train,7,0.6625,0.6146586967871012,0.5864637845077489,0.4404289518611794,0.6571876014523382,0.5097384339261153
1,resnet50,val,7,4.7134,0.0189873417721519,0.0202020202020202,0.0,0.02291666666666667,0.011747367216117216
1,resnet50,train,8,0.5745,0.6643934648573934,0.647576055396462,0.5015026983109784,0.7097813644688645,0.580818903848836
1,resnet50,val,8,5.6398,0.027777777777777776,0.02272727272727273,0.0,0.02962962962962963,0.014814814814814815
1,resnet50,train,9,0.4944,0.7385304182520029,0.714273460912498,0.5898501867339673,0.7726685774161736,0.6691227491169399
1,resnet50,val,9,5.6280,0.027777777777777776,0.029072681704260653,0.0,0.034837962962962966,0.017334976105137397
1,resnet50,train,10,0.3633,0.7972686913510376,0.7710201816240546,0.6687802603878004,0.825045587425395,0.7291776449293296
1,resnet50,val,10,5.3321,0.032876230661040784,0.03156565656565657,0.0,0.039351851851851846,0.019347144347144348
1,resnet50,train,11,0.2730,0.8381092364132077,0.8298943412416512,0.7472493346487674,0.8663914724141523,0.7908963535918743
1,resnet50,val,11,6.0633,0.03410689170182841,0.043117977528089886,0.0,0.06076388888888889,0.031094195156695155
1,resnet50,train,12,0.2270,0.8722724831476669,0.8665534453863757,0.7962659780302258,0.8951836491499954,0.8249653379732511
1,resnet50,val,12,5.2392,0.0,0.018130081300813013,0.0,0.029976851851851852,0.01420552453818583
1,resnet50,train,13,0.1657,0.9010163887378635,0.899339860138258,0.840485192591708,0.9155983639757679,0.8566833972390637
1,resnet50,val,13,5.5758,0.03410689170182841,0.03347996089931574,0.0,0.05775462962962963,0.028178418803418804
1,resnet50,train,14,0.1270,0.9272881695346927,0.9272881695346927,0.8848640089493431,0.9428012292194985,0.8908321969826412
1,resnet50,val,14,5.9850,0.03410689170182841,0.03997326203208556,0.0,0.06076388888888889,0.031094195156695155
1,resnet50,train,15,0.0911,0.9585737926767836,0.9567781199950349,0.9335401284780421,0.967561871888795,0.9329389722707161
1,resnet50,val,15,5.7610,0.027777777777777776,0.029708737864077673,0.0,0.04184027777777778,0.02019209229390681
